access_probability,capture_probability,useless_noise,context_correlation,needed_access_mi_bits,protected_leakage_cmi_bits,protected_remainder_bits,record_innovation_bits,structured_fraction,needed_access_norm,protected_leakage_norm,protected_remainder_norm,record_burden,self_limiting_score,regime
0.55,0.0,0.08,0.35,0.55,0.0,0.9097361225311662,1.6227744539878084,0.33892571986724906,0.55,0.0,1.0,0.06371458947733877,0.1745321637194277,transition
0.56,0.0,0.08,0.35,0.56,0.0,0.9097361225311662,1.6295875212220559,0.3436452431717484,0.56,0.0,1.0,0.06423311427208789,0.18008022983890132,transition
0.5700000000000001,0.0,0.08,0.35,0.5700000000000001,0.0,0.9097361225311662,1.63581503717892,0.348450153009356,0.5700000000000001,0.0,1.0,0.06470872196375621,0.1857643616958258,transition
0.58,0.0,0.08,0.35,0.58,0.0,0.9097361225311663,1.6414538950336537,0.35334528843900825,0.58,0.0,1.0000000000000002,0.06514072798754811,0.19159030908909025,transition
0.59,0.0,0.08,0.35,0.59,0.0,0.9097361225311662,1.6465004687578242,0.358335761935808,0.59,0.0,1.0,0.0655284483205637,0.19756419953224869,transition
0.6,0.0,0.08,0.35,0.6,0.0,0.9097361225311663,1.6509505944546685,0.3634269868615833,0.6,0.0,1.0000000000000002,0.06587119801156938,0.2036925695083656,protected_forgetting_interval
0.61,0.0,0.08,0.35,0.61,0.0,0.9097361225311662,1.654799548505087,0.3686247077786925,0.61,0.0,1.0,0.06616828966610344,0.20998239921514864,protected_forgetting_interval
0.62,0.0,0.08,0.35,0.62,0.0,0.9097361225311662,1.6580420222262997,0.37393503402736955,0.62,0.0,1.0,0.06641903187397946,0.21644115127177502,protected_forgetting_interval
0.63,0.0,0.08,0.35,0.63,0.0,0.9097361225311662,1.660672092687066,0.37936447705375875,0.63,0.0,1.0,0.06662272756462873,0.22307681393632428,protected_forgetting_interval
0.64,0.0,0.08,0.35,0.64,0.0,0.9097361225311662,1.662683189255492,0.38491999205607896,0.64,0.0,1.0,0.06677867227373369,0.22989794947517306,protected_forgetting_interval
0.65,0.0,0.08,0.35,0.65,0.0,0.9097361225311662,1.6640680553754912,0.3906090246130768,0.65,0.0,1.0,0.06688615230215578,0.2369137484364365,protected_forgetting_interval
0.66,0.0,0.08,0.35,0.66,0.0,0.9097361225311664,1.66481870497303,0.3964395630758437,0.66,0.0,1.0000000000000002,0.06694444274515743,0.24413409071277453,protected_forgetting_interval
0.67,0.0,0.08,0.35,0.67,0.0,0.9097361225311662,1.6649263727797274,0.40242019764596654,0.67,0.0,1.0,0.06695280536622183,0.2515696144399515,protected_forgetting_interval
0.68,0.0,0.08,0.35,0.68,0.0,0.9097361225311662,1.664381457724494,0.4085601872359725,0.68,0.0,1.0,0.06691048628521745,0.2592317939732392,protected_forgetting_interval
0.6900000000000001,0.0,0.08,0.35,0.6900000000000001,0.0,0.9097361225311662,1.6631734583778566,0.41486953541994226,0.6900000000000001,0.0,1.0,0.06681671344502171,0.2671330284227559,protected_forgetting_interval
0.7000000000000001,0.0,0.08,0.35,0.7000000000000001,0.0,0.9097361225311662,1.6612908992306925,0.4213590770431324,0.7000000000000001,0.0,1.0,0.06667069381371404,0.27528674252237245,protected_forgetting_interval
0.71,0.0,0.08,0.35,0.71,0.0,0.9097361225311662,1.6587212463394048,0.42804057738265744,0.71,0.0,1.0,0.06647161027071202,0.2837075019694071,protected_forgetting_interval
0.72,0.0,0.08,0.35,0.72,1.1102230246251565e-16,0.9097361225311661,1.6554508105601307,0.4349268461539997,0.72,1.220379181532524e-16,0.9999999999999999,0.0662186181142419,0.29241114582304534,protected_forgetting_interval
0.73,0.0,0.08,0.35,0.73,0.0,0.9097361225311662,1.6514646362081757,0.44203186916318543,0.73,0.0,1.0,0.06591084111366496,0.3014149391133439,protected_forgetting_interval
0.74,0.0,0.08,0.35,0.74,0.0,0.9097361225311662,1.646746372492618,0.4493709610423431,0.74,0.0,1.0,0.06554736701251807,0.31073774952325817,protected_forgetting_interval
0.75,0.0,0.08,0.35,0.75,0.0,0.9097361225311662,1.641278124459133,0.45696094331797366,0.75,0.0,1.0,0.06512724236548484,0.32040025290820756,protected_forgetting_interval
0.76,0.0,0.08,0.35,0.76,0.0,0.9097361225311662,1.6350402793845222,0.4648203531023019,0.76,0.0,1.0,0.06464946656321591,0.33042517357214946,protected_forgetting_interval
0.77,0.0,0.08,0.35,0.77,1.1102230246251565e-16,0.9097361225311662,1.6280113035465376,0.47296968904490727,0.77,1.2203791815325238e-16,0.9999999999999999,0.0641129848606996,0.34083756670933296,protected_forgetting_interval
0.78,0.0,0.08,0.35,0.78,0.0,0.9097361225311663,1.6201675029619658,0.4814317029406008,0.78,0.0,1.0,0.06351668017450474,0.35166515236246326,protected_forgetting_interval
0.79,0.0,0.08,0.35,0.79,1.1102230246251565e-16,0.9097361225311662,1.6114827399312737,0.4902317477093747,0.79,1.2203791815325238e-16,0.9999999999999999,0.0628593633471265,0.36293871280309326,protected_forgetting_interval
0.8,0.0,0.08,0.35,0.8,0.0,0.9097361225311662,1.6019280948873622,0.499398195557742,0.8,0.0,1.0,0.0621397614862601,0.3746925686392922,protected_forgetting_interval
0.81,0.0,0.08,0.35,0.81,1.1102230246251565e-16,0.9097361225311661,1.5914714598838975,0.5089629443050722,0.81,1.220379181532524e-16,0.9999999999999999,0.06135650386347313,0.3869651535316272,protected_forgetting_interval
0.8200000000000001,0.0,0.08,0.35,0.8200000000000001,0.0,0.9097361225311662,1.5800770457282796,0.51896203556457,0.8200000000000001,0.0,1.0,0.06050810468610479,0.3997997136385823,protected_forgetting_interval
0.8300000000000001,0.0,0.08,0.35,0.8300000000000001,0.0,0.9097361225311662,1.5677047787442193,0.5294364163799106,0.8300000000000001,0.0,1.0,0.05959294181656005,0.41324516654310206,protected_forgetting_interval
0.84,0.0,0.08,0.35,0.84,1.1102230246251565e-16,0.9097361225311662,1.5543095546405663,0.540432887060422,0.84,1.2203791815325238e-16,0.9999999999999999,0.058609230170950544,0.42735716653622696,protected_forgetting_interval
0.85,0.0,0.08,0.35,0.85,0.0,0.9097361225311662,1.5398403047164007,0.5520052939233515,0.85,0.0,1.0,0.057554988031274124,0.4421994404626341,protected_forgetting_interval
0.86,0.0,0.08,0.35,0.86,0.0,0.9097361225311664,1.524238811642856,0.5642160489753402,0.86,0.0,1.0000000000000002,0.0564279937663571,0.4578454835815578,protected_forgetting_interval
0.87,0.0,0.08,0.35,0.87,0.0,0.9097361225311662,1.5074381850279892,0.5771380933831435,0.87,0.0,1.0,0.05522572933422798,0.47438074248705947,protected_forgetting_interval
0.88,0.0,0.08,0.35,0.88,0.0,0.9097361225311663,1.4893608652873644,0.590857474847245,0.88,0.0,1.0000000000000002,0.05394530518861451,0.4919054694784,protected_forgetting_interval
0.89,0.0,0.08,0.35,0.89,0.0,0.9097361225311662,1.469915958164528,0.6054767927761909,0.89,0.0,1.0,0.052583358402582214,0.510538522723703,protected_forgetting_interval
0.9,0.0,0.08,0.35,0.9,0.0,0.9097361225311663,1.4489955935892813,0.6211199012487166,0.9,0.0,1.0000000000000002,0.05113591115604876,0.5304225322450877,protected_forgetting_interval
0.91,0.0,0.08,0.35,0.91,0.0,0.9097361225311664,1.4264698170641028,0.6379384892089213,0.91,0.0,1.0000000000000002,0.04959816867353606,0.5517310966601948,protected_forgetting_interval
0.92,0.0,0.08,0.35,0.92,0.0,0.9097361225311663,1.4021791902022729,0.6561215616580962,0.92,0.0,1.0,0.04796422111624976,0.5746791058359412,protected_forgetting_interval
0.93,0.0,0.08,0.35,0.93,0.0,0.9097361225311663,1.3759236509002228,0.6759095967218317,0.93,0.0,1.0000000000000002,0.04622658605063168,0.5995380813354658,protected_forgetting_interval
0.9400000000000001,0.0,0.08,0.35,0.9400000000000001,0.0,0.9097361225311663,1.347444919154476,0.6976166421628958,0.9400000000000001,0.0,1.0,0.04437547108007267,0.6266600005316016,protected_forgetting_interval
