g,gamma_phi,gamma_thermal,memory,record,coherence,mixedness,classical_score,quantum_score,regime
2.7333333333333334,2.7333333333333334,0.2469464847848899,0.03992747911771135,0.5808282831420793,0.01614272377087761,0.9980724655869316,0.011617855307167229,0.000187543829033625,dissolved
2.7666666666666666,2.7666666666666666,0.24764668121710107,0.040461502291861816,0.5799355377913421,0.016089834502940117,0.9980104648718612,0.011755873829390494,0.00018915006435233793,dissolved
2.8,2.8,0.2483257918552036,0.04098619871676628,0.5790708652734166,0.01603578254753728,0.9979482915558838,0.01189130431301957,0.00019068637017017402,dissolved
2.8333333333333335,2.8333333333333335,0.24898461538461542,0.04150183864084054,0.5782331481099408,0.015980661930360178,0.9978859676294451,0.012024235403153859,0.00019215524094886994,dissolved
2.8666666666666667,2.8666666666666667,0.24962391513982646,0.042008683456934294,0.5774213208520064,0.01592456115273572,0.9978235136117615,0.012154751943491499,0.0001935590906204637,dissolved
2.9,2.9,0.2502444208289054,0.04250698567984998,0.5766343674361765,0.015867563492753634,0.9977609486821185,0.012282935080446073,0.00019490025226634903,dissolved
2.933333333333333,2.933333333333333,0.25084683017121706,0.04299698900792464,0.5758713186742643,0.015809747292851815,0.9976982907967352,0.012408862382743708,0.00019618097846295306,dissolved
2.966666666666667,2.966666666666667,0.25143181045232965,0.043478928448925196,0.5751312498715452,0.01575118623398003,0.9976355567929485,0.0125326079713167,0.00019740344215367199,dissolved
3.0,3.0,0.25200000000000006,0.0439530304944771,0.5744132785679834,0.01569194959655709,0.9975727624822474,0.012654242655473104,0.00019856973793228668,dissolved
3.033333333333333,3.033333333333333,0.2525520095850125,0.04441951333041764,0.5737165623970526,0.015632102508509754,0.9975099227334955,0.012773834072238205,0.0001996818836439222,dissolved
3.066666666666667,3.066666666666667,0.25308842375053403,0.04487858707301585,0.5730402970567552,0.015571706180742452,0.9974470515475021,0.012891446826489274,0.0002007418222267557,dissolved
3.1,3.1,0.2536098020735156,0.045330454023033456,0.5723837143875405,0.015510818130425486,0.9973841621239616,0.013007142630073413,0.00020175142373157293,dissolved
3.1333333333333333,3.1333333333333333,0.25411668036154483,0.045775308931258606,0.5717460805519211,0.015449492392525464,0.99732126692165,0.013120980438552789,0.00020271248746789674,dissolved
3.1666666666666665,3.1666666666666665,0.25460957178841315,0.046213339270464254,0.5711266943107403,0.015387779720020969,0.9972583777126598,0.013233016584576329,0.00020362674423484478,dissolved
3.2,3.2,0.25508896797153024,0.046644725509813856,0.5705248853911883,0.015325727773260224,0.997195505631351,0.013343304907157648,0.00020449585860270539,dissolved
3.2333333333333334,3.2333333333333334,0.2555553399941799,0.04706964138861089,0.5699400129418449,0.015263381298926506,0.9971326612186218,0.013451896876362598,0.00020532143121776078,dissolved
3.2666666666666666,3.2666666666666666,0.25600913937547604,0.04748825418697437,0.5693714640702023,0.015200782299075071,0.9970698544620209,0.013558841713079361,0.00020610500110813747,dissolved
3.3,3.3,0.2564507989907486,0.047900724991601695,0.5688186524583053,0.015137970190706411,0.9970070948321647,0.013664186503683437,0.00020684804797301272,dissolved
3.3333333333333335,3.3333333333333335,0.25688073394495414,0.04830720895522536,0.5682810170523408,0.015074981956330757,0.9969443913158625,0.013767976309511978,0.0002075519944410824,dissolved
3.3666666666666667,3.3666666666666667,0.2572993424015855,0.04870785554874609,0.5677580208221904,0.01501185228597232,0.9968817524463143,0.013870254271145048,0.0002082182082873061,dissolved
3.4,3.4,0.2577070063694268,0.04910280880531195,0.5672491495871507,0.014948613711047847,0.9968191863306859,0.013971061707550818,0.0002088480045993897,dissolved
3.433333333333333,3.433333333333333,0.2581040924493875,0.04949220755585929,0.5667539109042078,0.014885296730543193,0.996756700675348,0.014070438210200249,0.0002094426478876038,dissolved
3.466666666666667,3.466666666666667,0.2584909525435302,0.04987618565581623,0.5662718330154343,0.014821929929896449,0.9966943028090203,0.01416842173228967,0.00021000335413321955,dissolved
3.5,3.5,0.2588679245283019,0.050254872202818095,0.565802463851251,0.01475854009298005,0.9966319997040373,0.01426504867323356,0.00021053129277222936,dissolved
3.533333333333333,3.533333333333333,0.2592353328938695,0.05062839174540539,0.5653453700864655,0.014695152307559675,0.9965697979959304,0.014360353958606782,0.00021102758861219417,dissolved
3.566666666666667,3.566666666666667,0.2595934893513645,0.050996864482778105,0.5649001362461604,0.014631790064593973,0.9965077040014929,0.014454371115729251,0.00021149332368108136,dissolved
3.6,3.6,0.2599426934097422,0.051360406455723845,0.5644663638586679,0.014568475351715432,0.9964457237354801,0.014547132345083699,0.00021192953900749418,dissolved
