noise_strength,structure_fraction,structured_syndrome_mi_bits,aligned_logical_env_mi_bits,unaligned_logical_env_mi_bits,unaligned_coherence,aligned_coherence,alignment_gain,aligned_entanglement_fidelity,unaligned_entanglement_fidelity,aligned_coherent_information_bits,unaligned_coherent_information_bits,noise_tailored_score,regime
1.2666666666666666,0.0,6.205327753771953e-18,0.8629319889203864,0.8629319889203864,0.20100119122573185,0.20100119122573185,0.0,0.600500595612866,0.600500595612866,0.029342988506687706,0.029342988506687706,1.7096195179398547e-19,no_syndrome
1.2833333333333332,0.0,6.205327753771953e-18,0.8694842476393944,0.8694842476393944,0.19263762522909406,0.19263762522909406,0.0,0.596318812614547,0.596318812614547,0.02693673727118684,0.02693673727118684,1.5601586814480902e-19,no_syndrome
1.3,0.0,6.205327753771953e-18,0.8757908121796849,0.8757908121796849,0.1845195239929892,0.1845195239929892,0.0,0.5922597619964947,0.5922597619964947,0.024701348317549554,0.024701348317549554,1.4222003221177886e-19,no_syndrome
1.3166666666666667,0.0,6.205327753771953e-18,0.881856816260555,0.881856816260555,0.17664537078239298,0.17664537078239298,0.0,0.5883226853911965,0.5883226853911965,0.022627174421933294,0.022627174421933294,1.2950175555410648e-19,no_syndrome
1.3333333333333333,0.0,6.205327753771953e-18,0.8876875543713229,0.8876875543713229,0.16901331540606607,0.16901331540606607,0.0,0.584506657703033,0.584506657703033,0.020704893356765397,0.020704893356765397,1.1779138555582718e-19,no_syndrome
1.35,0.0,6.205327753771953e-18,0.8932884572701815,0.8932884572701815,0.16162119246533918,0.16162119246533918,0.0,0.5808105962326696,0.5808105962326696,0.018925516152485722,0.018925516152485722,1.0702233702503483e-19,no_syndrome
1.3666666666666667,0.0,6.205327753771953e-18,0.8986650664286852,0.8986650664286852,0.15446653967568588,0.15446653967568588,0.0,0.577233269837843,0.577233269837843,0.017280393271813077,0.017280393271813077,9.713110509502127e-20,no_syndrome
1.3833333333333333,0.0,6.205327753771953e-18,0.90382300810867,0.90382300810867,0.14754661619823192,0.14754661619823192,0.0,0.573773308099116,0.573773308099116,0.015761218812437194,0.015761218812437194,8.805726016793332e-20,no_syndrome
1.4,0.0,6.205327753771953e-18,0.9087679680358193,0.9087679680358193,0.140858420921045,0.140858420921045,0.0,0.5704292104605225,0.5704292104605225,0.014360032858255822,0.014360032858255822,7.97434256492943e-20,no_syndrome
1.4166666666666667,0.0,6.205327753771953e-18,0.9135056677966567,0.9135056677966565,0.13439871063288245,0.13439871063288245,0.0,0.5671993553164412,0.5671993553164412,0.013069222102446432,0.013069222102446432,7.21352393777836e-20,no_syndrome
1.4333333333333333,0.0,6.205327753771953e-18,0.918041844092677,0.918041844092677,0.12816401803503796,0.12816401803503796,0.0,0.5640820090175189,0.5640820090175189,0.011881518867795426,0.011881518867795426,6.518129993216649e-20,no_syndrome
1.45,0.0,6.205327753771953e-18,0.9223822318169709,0.9223822318169709,0.12215066953998997,0.12215066953998997,0.0,0.5610753347699949,0.5610753347699949,0.010789998650827526,0.010789998650827526,5.883309934659846e-20,no_syndrome
