p_noise,correction_interval,correction_rate,record,monitoring_cost,bit_fidelity,bit_advantage,plus_fidelity,code_population,logical_coherence,productive_score,regime
0.00125,26,0.038461538461538464,0.9406255539904451,0.04742400000000002,0.9231310077505309,0.8462620155010618,0.9065254847356697,0.9285430986918506,0.8845078707794884,0.6300697567280255,productive
0.00125,27,0.037037037037037035,0.9339473821720392,0.04742400000000002,0.9295173347404271,0.8590346694808542,0.9131916308518703,0.9353711515985762,0.8910121101051648,0.6537928888261223,productive
0.00125,28,0.03571428571428571,0.9270856912663876,0.04742400000000002,0.9359521055698831,0.8719042111397661,0.9199248571556875,0.942267913930814,0.8975818003805601,0.6783745869813401,productive
0.00125,29,0.034482758620689655,0.9200676819218311,0.04742400000000002,0.9424358584280449,0.8848717168560898,0.9267258386625616,0.9492340770987279,0.9042176002263965,0.7038463502987937,productive
0.00125,30,0.03333333333333333,0.9129185786715375,0.04742400000000002,0.9489691374206985,0.8979382748413971,0.9335952571804915,0.9562703394700048,0.9109201748909785,0.730240855170288,productive
0.00125,31,0.03225806451612903,0.9056616266084568,0.04742400000000002,0.9555524926221795,0.9111049852443589,0.9405338013783807,0.9633774064398842,0.9176901963168781,0.7575920000584763,productive
0.00125,32,0.03125,0.8983181317703235,0.04742400000000002,0.9621864801278763,0.9243729602557527,0.9475421668550803,0.970555990501861,0.9245283432083005,0.7859349520107961,productive
0.00125,33,0.030303030303030304,0.8909075317708781,0.04742400000000002,0.9688716621073843,0.9377433242147686,0.9546210562091241,0.9778068113191226,0.931435301099125,0.8153061949709527,productive
0.00125,34,0.029411764705882353,0.8834474863712909,0.04742400000000002,0.9756086068582823,0.9512172137165646,0.9617711791091627,0.9851305957966936,0.9384117624216314,0.8457435799582284,productive
0.00125,35,0.02857142857142857,0.8759539802081466,0.04742400000000002,0.9823978888605496,0.9647957777210991,0.9689932523651108,0.9925280781543067,0.945458426575916,0.877286377187767,productive
0.00125,36,0.027777777777777776,0.8684414318834667,0.04742400000000002,0.9892400888316296,0.9784801776632592,0.9762880000000085,1.0000000000000107,0.9525760000000082,0.9099753302078668,productive
0.00125,37,0.02702702702702703,0.8609228051738309,0.02400000000000002,0.8743730769780297,0.7487461539560594,0.8689013693742856,0.8794548273019079,0.8583479114466627,0.4911136194696447,productive
0.00125,38,0.02631578947368421,0.8534097193143909,0.02400000000000002,0.8772618639661232,0.7545237279322463,0.8720225758624993,0.8826139431806677,0.8614312085443311,0.5002556657273104,productive
0.00125,39,0.02564102564102564,0.8459125562311827,0.02400000000000002,0.8801586440844531,0.7603172881689062,0.8751594471014621,0.8857889140703072,0.8645299801326185,0.5095565046079884,productive
0.00125,40,0.025,0.8384405632911975,0.02400000000000002,0.8830634899341382,0.7661269798682764,0.8783120617096245,0.8889798195441562,0.8676443038750947,0.519018963253143,productive
0.00125,41,0.024390243902439025,0.8310019506624012,0.02400000000000002,0.8859764743184458,0.7719529486368917,0.8814804987000079,0.892186739574907,0.870774257825109,0.5286459203093913,productive
0.00125,42,0.023809523809523808,0.8236039827641435,0.02400000000000002,0.8888976702446205,0.777795340489241,0.884664837482184,0.8954097545366242,0.8739199204277446,0.5384403068874801,productive
0.00125,43,0.023255813953488372,0.8162530635729409,0.02400000000000002,0.8918271509257075,0.783654301851415,0.8878651578642686,0.8986489452067515,0.8770813705217876,0.5484051075394247,productive
0.00125,44,0.022727272727272728,0.8089548157536728,0.02400000000000002,0.894764989782387,0.7895299795647741,0.8910815400549176,0.9019043927681365,0.8802586873417,0.5585433612541751,productive
0.00125,45,0.022222222222222223,0.801714153730813,0.02400000000000002,0.8977112604448251,0.7954225208896502,0.8943140646653398,0.9051761788110756,0.8834519505196069,0.5688581624721953,productive
0.00125,46,0.021739130434782608,0.7945353509131267,0.02400000000000002,0.9006660367545023,0.8013320735090046,0.8975628127113173,0.9084643853353425,0.8866612400872931,0.5793526621192296,productive
0.00125,47,0.02127659574468085,0.7874221013498609,0.02400000000000002,0.9036293927660839,0.8072587855321678,0.900827865615233,0.9117690947522622,0.8898866364782055,0.5900300686597532,productive
0.00125,48,0.020833333333333332,0.78037757613542,0.02400000000000002,0.9066014027492547,0.8132028054985094,0.9041093052081163,0.9150903898867565,0.8931282205294748,0.6008936491703454,productive
0.00125,49,0.02040816326530612,0.7734044748999146,0.02400000000000002,0.9095821411906048,0.8191642823812095,0.9074072137316888,0.9184283539794427,0.8963860734839351,0.6119467304335191,productive
0.00125,50,0.02,0.7665050727296459,0.02400000000000002,0.9125716827954695,0.825143365590939,0.9107216738404296,0.9217830706886943,0.8996602769921648,0.623192700052227,productive
0.00125,51,0.0196078431372549,0.759681262858714,0.02400000000000002,0.9155701024898251,0.8311402049796501,0.9140527686036442,0.9251546240927597,0.9029509131145306,0.6346350075856353,productive
