monitor_strength,leakage_fraction,context_correlation,public_error_mi_bits,excess_agency_leakage_bits,raw_agency_mi_bits,record_burden,restraint_score,regime
0.06666666666666667,0.01,0.35,0.003135404979515586,2.813254779871899e-07,0.0003836747697778579,0.00022219753269303588,0.003134707418391833,abandonment_no_record
0.1,0.01,0.35,0.007035592037346078,6.329821713499928e-07,0.0008589317971656703,0.000499875020830709,0.007032070669451674,abandonment_no_record
0.13333333333333333,0.01,0.35,0.012460659762501863,1.1253012541122968e-06,0.00151639685562764,0.0008884939441897721,0.012449574532224672,abandonment_no_record
0.16666666666666666,0.01,0.35,0.0193762892006259,1.7582824380664887e-06,0.002348599996943534,0.001387924829091669,0.019349362346044872,abandonment_no_record
0.2,0.01,0.35,0.027739539782243788,2.5319253531851625e-06,0.0033464873188148512,0.001998001332666921,0.027684046050675752,abandonment_no_record
0.23333333333333334,0.01,0.35,0.03749963279005579,3.4462295466762473e-06,0.004499748802502942,0.0027185203351902665,0.0373975603947321,abandonment_no_record
0.26666666666666666,0.01,0.35,0.048598812983919035,4.501194483725241e-06,0.005797147339848706,0.0035492420527877266,0.04842610605685834,abandonment_no_record
0.3,0.01,0.35,0.060973252237162705,5.696819547320478e-06,0.007226828546840245,0.004489890170429445,0.06069914323724832,transition
0.3333333333333333,0.01,0.35,0.07455396436304133,7.033104037852509e-06,0.008776597917206903,0.005540151995103271,0.07414040262780013,transition
0.36666666666666664,0.01,0.35,0.08926770654681156,8.510047173681563e-06,0.010434158306115835,0.006699678629052075,0.08866888701816249,transition
0.4,0.01,0.35,0.10503784896524448,1.0127648090821215e-05,0.012187305840188225,0.007968085162939342,0.10419984312932731,transition
0.43333333333333335,0.01,0.35,0.12178519968316424,1.1885905843006074e-05,0.014024085903898538,0.009344950888793058,0.12064568897279933,transition
0.4666666666666667,0.01,0.35,0.13942877649943478,1.3784819401617881e-05,0.015932912998583692,0.010829819532564233,0.13791688682671482,transition
0.5,0.01,0.35,0.15788652102320572,1.5824387655768264e-05,0.01790265931341698,0.012422199506118559,0.15592275573855188,transition
0.5333333333333333,0.01,0.35,0.17707595296626527,1.8004609412533782e-05,0.019922717107360596,0.014121564178467994,0.17457222037075534,transition
0.5666666666666667,0.01,0.35,0.19691476456185109,2.0325483396437932e-05,0.021983039735043033,0.015927352166031028,0.19377449511964542,transition
0.6,0.01,0.35,0.21732135630424548,2.2787008249713318e-05,0.02407416554544072,0.017838967641699233,0.2134397038981597,transition
0.6333333333333333,0.01,0.35,0.2382153159985851,2.5389182532568833e-05,0.026187228106177667,0.019855780662470845,0.23347943693112702,transition
0.6666666666666666,0.01,0.35,0.25951784358556496,2.813200472271457e-05,0.028313955461789962,0.021977127515399486,0.25380724653703407,restraint_interval
0.7,0.01,0.35,0.2811521245403331,3.1015473215759255e-05,0.030446660666538693,0.024202311081592653,0.2743390843405236,restraint_interval
0.7333333333333333,0.01,0.35,0.30304365499348207,3.403958632491949e-05,0.03257822583956706,0.026530601217979677,0.2949936828264602,restraint_interval
0.7666666666666666,0.01,0.35,0.32512052215856563,3.720434228119584e-05,0.03470208247998704,0.028961235156556464,0.31569288467898493,restraint_interval
0.8,0.01,0.35,0.34731364411968607,4.0509739233345355e-05,0.03681219146716427,0.0314934179208024,0.33636192388999775,restraint_interval
0.8333333333333334,0.01,0.35,0.3695569733432677,4.3955775247853226e-05,0.038903026515748396,0.034126322758950334,0.3569296629834314,restraint_interval
0.8666666666666667,0.01,0.35,0.3917876681601512,4.754244830900046e-05,0.040969564255442015,0.03685909159377909,0.3773287906266883,restraint_interval
0.9,0.01,0.35,0.41394623568075967,5.126975631873424e-05,0.043007282192491884,0.039690835488586984,0.3974959831721332,restraint_interval
0.9333333333333333,0.01,0.35,0.43597664808461045,5.5137697096751435e-05,0.04501216269650339,0.042620635128990614,0.41737203224019553,restraint_interval
0.9666666666666667,0.01,0.35,0.457826432154293,5.914626838061893e-05,0.046980697526031324,0.04564754132018456,0.4369019385272489,restraint_interval
1.0,0.01,0.35,0.47944672976982017,6.329546782555859e-05,0.04890988437682621,0.048770575499285984,0.45603497006378446,restraint_interval
1.0333333333333332,0.01,0.35,0.5007923255023378,6.758529300451332e-05,0.050797205728018414,0.05198873026237516,0.47472468179903266,restraint_interval
1.0666666666666667,0.01,0.35,0.5218216371282148,7.201574140831772e-05,0.05264058178154483,0.05530096990583677,0.49292889328081674,restraint_interval
1.1,0.01,0.35,0.542496666313836,7.658681044545662e-05,0.05443829377499621,0.05870623098159433,0.5106096227568511,restraint_interval
1.1333333333333333,0.01,0.35,0.562782909999668,8.129849744234938e-05,0.05618888078510066,0.062203422865820035,0.5277329792807296,restraint_interval
1.1666666666666667,0.01,0.35,0.5826492377447232,8.615079964298119e-05,0.05789102093529536,0.0657914283406964,0.5442690189207878,restraint_interval
1.2,0.01,0.35,0.6020677456036109,9.114371420924195e-05,0.059543414805601665,0.06946910418879426,0.5601915760606158,restraint_interval
1.2333333333333334,0.01,0.35,0.6210136017892735,9.627723822080003e-05,0.06114469292273858,0.07323528179962568,0.5754780848853697,restraint_interval
1.2666666666666666,0.01,0.35,0.6394649021373927,0.00010155136867513243,0.06269336905092912,0.07708876778791995,0.5901094082836911,restraint_interval
1.3,0.01,0.35,0.6574025531691813,0.00010696610248733719,0.06418785602494663,0.08102834462316832,0.6040696906420474,restraint_interval
1.3333333333333333,0.01,0.35,0.6748101967892373,0.00011252143649060842,0.06562655152374668,0.08505277126996902,0.6173462469674127,restraint_interval
