policy,step,mean_compactness,mean_expansion,mean_curvature,future_entropy_bits,admissible_mass,singular_mass,triggered_mass,geometry_record_mi_bits,interior_clock_record_mi_bits,early_privacy_leakage_bits,late_decodable_bits,cumulative_late_decodable_bits,floor_bits,privacy_epsilon_bits,floor_violation,privacy_violation
naked_collapse,27,0.29202721983657237,-0.24589636088537034,0.7665550864477537,6.20209489906395,0.009272233189766799,0.0020995079454380066,0.0,1.288678332143029,0.0,0.00629852383631402,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,28,0.2920246988369588,-0.24589307336674435,0.7665286659592532,6.202083403147149,0.0075603819259899676,0.0017118512637768217,0.0,1.2886623522682983,0.0,0.005135553791330456,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,29,0.2920230228925782,-0.24589088769230358,0.766511097431474,6.202075759975572,0.0061645937498789405,0.0013957881761110418,0.0,1.2886517281852643,1.705838052306679e-15,0.004187364528333128,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,30,0.2920219089478615,-0.24588943488062256,0.7664994183274961,6.202070679482512,0.005026504510666497,0.0011380892392124466,0.0,1.2886446663770168,1.2261588679790143e-16,0.003414267717637334,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,31,0.2920211686376683,-0.24588846933606912,0.7664916557619428,6.202067302923071,0.0040985315467026405,0.0009279729639638507,0.0,1.288639973065691,6.076488815439134e-16,0.0027839188918915548,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,32,0.29202067667895,-0.2458878276898247,0.7664864969468941,6.202065059033952,0.0033418802244077946,0.0007566513222948413,0.0,1.288636854154392,9.916309006916172e-16,0.0022699539668845246,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,33,0.29202034977461694,-0.24588740131343484,0.7664830687847831,6.202063567952738,0.002724919892684364,0.00061696033172344,0.0,1.2886347816247803,1.172453178557646e-16,0.00185088099517032,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,34,0.2920201325556469,-0.24588711799568114,0.7664807907987891,6.20206257715837,0.0022218604158667538,0.0005030594768176123,0.0,1.2886334044738206,0.0,0.0015091784304528332,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,35,0.2920199882228325,-0.24588692974201362,0.7664792771448046,6.202061918812327,0.00181167344776843,0.00041018696809831803,0.0,1.2886324894101315,1.1110697691345515e-15,0.0012305609042949565,0.0,0.0,1.5,0.08,1.0,0.0
naked_collapse,36,0.2920198923211847,-0.24588680465680784,0.7664782713880623,6.2020614813733905,0.001477213076172433,0.000334460371596001,0.0,1.2886318813956825,2.125567698085777e-15,0.0010033811147880036,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,1,0.13447608615884388,-0.08359522450445106,0.02707298687629208,4.6275140425805175,1.0,0.0,0.0,0.0017010432437527276,1.6018169440294927e-15,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,2,0.15521630929138938,-0.09747158956204532,0.04283135110826305,5.028750575745642,1.0,0.0,0.0,0.056250075578805105,5.410196130450312e-18,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,3,0.18006261919352307,-0.11549024416625339,0.06699737193671236,5.305950958533094,1.0,0.0,0.0,0.2411501082955099,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,4,0.2090486864832739,-0.13966635068123048,0.1079672052186948,5.556705469441127,1.0,0.0,0.0,0.5045484087630676,5.379783679730879e-16,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,5,0.24338130136961367,-0.1734430056204637,0.191888288853752,5.807613259894983,1.0,0.0,0.0,0.8057421668569438,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,6,0.2851627782863413,-0.22290242526244816,0.43047489057709415,6.069562311353629,1.0,0.0,0.0,1.1441747993551046,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,7,0.33697437712461004,-0.29702413641729025,1.1280544658375222,6.315881812392807,1.0,0.0,0.0,1.5020821181026176,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,8,0.3990884038340936,-0.40028894506373747,2.5567899102003486,6.434420833091972,1.0,0.0,0.0,1.8169011794046486,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,9,0.46718738297046475,-0.5245337701133765,4.614395181035079,6.319580814523674,1.0,0.0,0.0,2.022045533961977,2.2807594037173064e-15,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,10,0.5351087482447708,-0.654911069258684,6.958473052633948,5.981054769126796,1.0,0.0,0.0,2.1007088966119194,2.0715825163237953e-15,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,11,0.5983147136159365,-0.7794813232681381,9.286094266772466,5.502655188997492,1.0,0.0,0.0,2.0775317885354263,3.7827272455214215e-16,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,12,0.6546892057514706,-0.8920782145829019,11.42899507943782,4.968271069474128,1.0,0.0,0.0,1.9878662134739349,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,13,0.7038047606906519,-0.9908220722710264,13.324791306816003,4.433431195017595,1.0,0.0,0.0,1.8609800086873403,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,14,0.7460795081594791,-1.0760799059985904,14.968437842029667,3.927548786614087,1.0,0.0,0.0,1.716744339376549,2.7596016445520553e-16,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,15,0.7822488705674245,-1.1491308733951748,16.37943441905264,3.4634147484294804,1.0,0.0,0.0,1.5674831071530222,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,16,0.8131068127112033,-1.211494937381152,17.585034179472782,3.0448144671932753,1.0,0.0,0.0,1.4204937472867623,2.4352078689974485e-15,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,17,0.83939920272666,-1.2646466537534908,18.612916206752146,2.671087562543307,1.0,0.0,0.0,1.2799475173932513,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,18,0.8617888640838887,-1.3099136151160868,19.488442815571226,2.3395473017544672,1.0,0.0,0.0,1.1481057197309696,4.241857495965016e-15,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,19,0.8808506960707654,-1.3484537710126845,20.233899236148876,2.046695713140846,1.0,0.0,0.0,1.0260579616171932,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,20,0.8970779671683331,-1.3812630431426118,20.868512819161207,1.788819332808791,1.0,0.0,0.0,0.9141683270025374,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,21,0.9108918863951898,-1.4091927120012757,21.408739999760332,1.5622771541959952,1.0,0.0,0.0,0.8123500457526238,0.0,0.0,0.0,0.0,1.5,0.08,0.0,0.0
hard_exclusion,22,0.9226513943042529,-1.432968488039545,21.868616903841193,1.3636360705157902,1.0,0.0,0.0,0.7202390939590506,3.8823998696465126e-16,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,23,0.932662115891513,-1.453208362077683,22.26009822586449,1.1897295737160698,1.0,0.0,0.0,0.6373066830618592,0.0,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,24,0.9411842033896461,-1.4704383849955025,22.593360433706412,1.0376769306621263,1.0,0.0,0.0,0.5629335046193319,1.5853284455388418e-15,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,25,0.9484390856660377,-1.4851062965903208,22.877064895322867,0.9048816125324701,1.0,0.0,0.0,0.49645920540634014,1.3000920521785003e-15,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,26,0.9546152339528235,-1.497593183863392,23.118583365851986,0.7890188212631697,1.0,0.0,0.0,0.4372153446535481,4.4203789107791095e-15,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,27,0.9598730728768542,-1.5082234152306937,23.324190239863732,0.6880174973558809,1.0,0.0,0.0,0.38454709062268183,3.0236712113665074e-16,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,28,0.9643491591976658,-1.517273093833077,23.499226159707845,0.6000398672265097,1.0,0.0,0.0,0.33782712653987285,0.0,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,29,0.9681597365684191,-1.5249772480202899,23.648237171852415,0.5234603122220678,1.0,0.0,0.0,0.29646412336935385,0.0,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,30,0.9714037596281568,-1.5315359477623003,23.775093082612525,0.45684460591923515,1.0,0.0,0.0,0.2599074166706796,0.0,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,31,0.9741654669838345,-1.53711950815385,23.883088137140422,0.3989301241266226,1.0,0.0,0.0,0.22764904268404665,6.407874485786777e-16,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,32,0.9765165706770802,-1.541872916961609,23.975026676922518,0.3486073578427249,1.0,0.0,0.0,0.19922395731794862,1.59949998141134e-15,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,33,0.9785181195191623,-1.5459196024399973,24.053296028558858,0.3049028863408526,1.0,0.0,0.0,0.17420902903936875,0.0,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,34,0.9802220850182642,-1.5493646400643375,24.119928535057827,0.26696385776955445,1.0,0.0,0.0,0.15222123078671854,2.8829409736328943e-15,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,35,0.9816727112908152,-1.5522974819547573,24.17665435200677,0.23404395568850683,1.0,0.0,0.0,0.13291533641975617,6.244982332333632e-16,0.0,0.0,0.0,1.5,0.08,1.0,0.0
hard_exclusion,36,0.9829076641373662,-1.5547942801727164,24.224946386661546,0.20549078781730087,1.0,0.0,0.0,0.11598134029414627,1.279423697598743e-15,0.0,0.0,0.0,1.5,0.08,1.0,0.0
horizon_transfer,1,0.13447608615884388,-0.08359522450445106,0.02707298687629208,4.6275140425805175,1.0,0.0,3.452233266128864e-295,0.0017010432437527276,1.6018169440294927e-15,0.0,6.982940970223431e-295,6.982940970223431e-295,1.5,0.08,0.0,0.0
horizon_transfer,2,0.15521630929138938,-0.09747158956204532,0.04283135110826305,5.028750575745642,1.0,0.0,1.4945097032162332e-27,0.056250075578805105,5.410196130450312e-18,0.0,3.0229918526587556e-27,3.0229918526587556e-27,1.5,0.08,0.0,0.0
horizon_transfer,3,0.18006261919352295,-0.1154902441662532,0.06699737193670913,5.305950958533088,1.0,0.0,1.330793369722777e-16,0.2411501082955043,0.0,0.0,2.691837667956705e-16,2.691837667986935e-16,1.5,0.08,0.0,0.0
horizon_transfer,4,0.20904868621089157,-0.13966635011614875,0.10796719475837253,5.55670547242708,1.0,0.0,4.324164561600304e-10,0.504548398492351,2.2423830529631913e-15,0.0,8.746623866772003e-10,8.746626558609671e-10,1.5,0.08,0.0,0.0
horizon_transfer,5,0.2433793721710523,-0.17343900323759104,0.19181419998764884,5.80763261455426,1.0,0.0,3.0621799333789295e-06,0.8056991618774161,0.0,0.0,6.193967807675252e-06,6.194842470331113e-06,1.5,0.08,0.0,0.0
horizon_transfer,6,0.28487379213456815,-0.22230274586438678,0.41937046643100945,6.0722452805246645,1.0,0.0,0.00045597826988029303,1.1402407949674565,3.495451739030692e-15,0.0,0.0009223216094690863,0.0009285164519394174,1.5,0.08,0.0,0.0
horizon_transfer,7,0.3321808006443454,-0.28705892970207364,0.943017974352848,6.356355647834043,1.0,0.0,0.0071946264108366425,1.4605125184342311,9.352228108748865e-16,0.0,0.014552797466672538,0.015481313918611956,1.5,0.08,0.0,0.0
horizon_transfer,8,0.3749783738337662,-0.3499181111720593,1.614257454658537,6.6205943332670065,1.0,0.0,0.03140861177209734,1.679244707674232,2.6655906399848056e-15,0.0,0.06353118837973483,0.07901250229834679,1.5,0.08,0.0,0.0
horizon_transfer,9,0.4042911816109732,-0.3920576247240402,2.1024567233615126,6.794083315626637,1.0,0.0,0.06554990280885285,1.7820387785437866,6.125633276213202e-16,0.0,0.1325898531854936,0.21160235548384038,1.5,0.08,0.0,0.0
horizon_transfer,10,0.4223765764902235,-0.41495245184936924,2.3256164217024233,6.870628754855595,1.0,0.0,0.0905841777058308,1.8198468846526858,0.0,0.0,0.18322746958097214,0.3948298250648125,1.5,0.08,0.0,0.0
horizon_transfer,11,0.4365831027746692,-0.43123292370261374,2.4244832430400125,6.890930780888433,1.0,0.0,0.10124396827813797,1.8427033680063227,1.936674728866343e-15,0.0,0.20478936374718915,0.5996191888120017,1.5,0.08,0.0,0.0
horizon_transfer,12,0.45131974973437444,-0.44955403039633474,2.546317911325157,6.894350412044044,1.0,0.0,0.10495693049487449,1.8715504469060034,3.1345754813775572e-15,0.0,0.21229968937857804,0.8119188781905797,1.5,0.08,0.0,0.0
horizon_transfer,13,0.4661419918451785,-0.4697348450988312,2.7245268393566913,6.900919722264982,1.0,0.0,0.11001839390842494,1.90121048116931,0.0,0.0,0.22253767085756462,1.0344565490481443,1.5,0.08,0.0,0.0
horizon_transfer,14,0.47866333465775673,-0.4873111203986857,2.9039489055621655,6.910116383328326,1.0,0.0,0.11853142202788862,1.9205040486999718,0.0,0.0,0.2397572409889672,1.2742137900371115,1.5,0.08,0.0,0.0
horizon_transfer,15,0.4878358868979685,-0.49977194174028494,3.0318771969820735,6.913895023900674,1.0,0.0,0.1274858417177113,1.9271253190890898,0.0,0.0,0.2578696277532463,1.532083417790358,1.5,0.08,0.0,0.0
horizon_transfer,16,0.4945715130326313,-0.5082933334471114,3.1067744076481425,6.909109799703234,1.0,0.0,0.1338221827556072,1.9268978578648894,5.246021738514454e-16,0.0,0.27068634436071065,1.8027697621510685,1.5,0.08,0.0,0.0
horizon_transfer,17,0.5003202328001267,-0.5154071077112704,3.1600402795014704,6.898974461006014,1.0,0.0,0.13730605466104726,1.9261656493263577,3.5793839783573915e-15,0.0,0.27773328180326295,2.0805030439543315,1.5,0.08,0.0,0.0
horizon_transfer,18,0.5057606603392233,-0.5224513956264792,3.2164945730441175,6.8883827425450885,1.0,0.0,0.13963047233750817,1.927050480667639,2.531597578437414e-15,0.0,0.28243495465489776,2.362937998609229,1.5,0.08,0.0,0.0
horizon_transfer,19,0.5107038843703903,-0.529133660374395,3.2774555350282073,6.879806277747529,1.0,0.0,0.14220463697197283,1.928188458103736,0.0,0.0,0.2876417985453336,2.650579797154563,1.5,0.08,0.0,0.0
horizon_transfer,20,0.5147713753505322,-0.5346747313395299,3.331416233612122,6.872771983400681,1.0,0.0,0.14513615515147416,1.9279292594119206,0.0,0.0,0.2935714727076908,2.9441512698622536,1.5,0.08,0.0,0.0
horizon_transfer,21,0.5179216601823425,-0.5388513147496017,3.3710312368871214,6.865898107610378,1.0,0.0,0.14777940217775368,1.926177820557974,0.0,0.0,0.2989180517280961,3.0,1.5,0.08,0.0,0.0
horizon_transfer,22,0.5204344121145781,-0.5420737991904776,3.398842519468577,6.8586635576736255,1.0,0.0,0.14969171008789228,1.9239607611004317,0.0,0.0,0.30278613717423475,3.0,1.5,0.08,0.0,0.0
horizon_transfer,23,0.5226053898425205,-0.5448558244019355,3.421680946185053,6.8515657628899085,1.0,0.0,0.15098493560245801,1.9221667991814528,1.8790462173662422e-15,0.0,0.3054019851582054,3.0,1.5,0.08,0.0,0.0
horizon_transfer,24,0.5245475867343357,-0.5474080260727752,3.443607399989115,6.845295869995573,1.0,0.0,0.15203020151628127,1.920927681346388,5.566726402970185e-15,0.0,0.3075162774472084,3.0,1.5,0.08,0.0,0.0
horizon_transfer,25,0.5262282531624802,-0.5496598453815453,3.4642281679164406,6.840076635658455,1.0,0.0,0.15305748999586433,1.919895490182454,0.0,0.0,0.30959420621369677,3.0,1.5,0.08,0.0,0.0
horizon_transfer,26,0.5276083027917897,-0.5515059920893143,3.48153570651171,6.835666544627587,1.0,0.0,0.15404727376605748,1.9187875726880312,0.0,0.0,0.3115962730231318,3.0,1.5,0.08,0.0,0.0
horizon_transfer,27,0.5287189684685346,-0.5529659442608512,3.4948342874944895,6.8317450856328215,1.0,0.0,0.15488263724696077,1.9176159889323785,4.163676550642269e-15,0.0,0.31328598904929417,3.0,1.5,0.08,0.0,0.0
horizon_transfer,28,0.5296372115602802,-0.5541564614271786,3.505168608696735,6.828186150800755,1.0,0.0,0.15551608203318693,1.9165495871235942,0.0,0.0,0.3145672777714411,3.0,1.5,0.08,0.0,0.0
horizon_transfer,29,0.5304265369096515,-0.5551839915777982,3.513980823435336,6.8250384999288345,1.0,0.0,0.155999381692035,1.9156953188860908,2.293017584314236e-15,0.0,0.3155448632149796,3.0,1.5,0.08,0.0,0.0
horizon_transfer,30,0.5311109086815199,-0.5560871162741832,3.521952869301193,6.822362440095403,1.0,0.0,0.15641063326582794,1.9150263289318656,2.7859655820698016e-15,0.0,0.31637671472741435,3.0,1.5,0.08,0.0,0.0
horizon_transfer,31,0.5316908652134618,-0.5568585010662866,3.5289742779656543,6.820128814833384,1.0,0.0,0.1567875971071971,1.9144560954123686,0.0,0.0,0.3171392113634373,3.0,1.5,0.08,0.0,0.0
horizon_transfer,32,0.5321699407860576,-0.5574932819526418,3.5347800398767366,6.818241988137476,1.0,0.0,0.15712328655788776,1.913930987269129,0.0,0.0,0.31781822098932155,3.0,1.5,0.08,0.0,0.0
horizon_transfer,33,0.532564293660892,-0.5580107032990064,3.5394144150430433,6.816613541594878,1.0,0.0,0.1574008626918849,1.9134533684348982,4.024929763203177e-15,0.0,0.3183796829790027,3.0,1.5,0.08,0.0,0.0
horizon_transfer,34,0.5328948622962625,-0.5584422974140015,3.543195838276515,6.815200890526849,1.0,0.0,0.15762045854827095,1.913046155154568,3.2135009462694516e-15,0.0,0.31882386643482397,3.0,1.5,0.08,0.0,0.0
horizon_transfer,35,0.5331768822238708,-0.558811997691232,3.5464352675900264,6.81399274245877,1.0,0.0,0.15779822335844904,1.9127156517523982,1.1427405650001816e-15,0.0,0.3191834369158325,3.0,1.5,0.08,0.0,0.0
horizon_transfer,36,0.533417382408359,-0.5591294896814764,3.549265317473832,6.8129772244446904,1.0,0.0,0.15795073011532298,1.9124459169498114,0.0,0.0,0.3194919171368127,3.0,1.5,0.08,0.0,0.0
quantum_completion,1,0.13447608615884388,-0.08359522450445106,0.02707298687629208,4.6275140425805175,1.0,0.0,3.2571496399622107e-199,0.0017010432437527276,1.6018169440294927e-15,5.8628693519319765e-201,4.70117875123946e-199,4.70117875123946e-199,1.5,0.08,0.0,0.0
quantum_completion,2,0.15521630929138938,-0.09747158956204532,0.04283135110826304,5.028750575745642,1.0,0.0,4.94904408608738e-19,0.056250075578805084,5.410196130582884e-18,8.908279354957286e-21,7.143159961398407e-19,7.143159961398407e-19,1.5,0.08,0.0,0.0
quantum_completion,3,0.18006261918644292,-0.11549024415300889,0.06699737173977435,5.305950958623409,1.0,0.0,1.7763855847417313e-11,0.24115010789114202,4.1577049488570087e-16,3.197494052535113e-13,2.5639307640446036e-11,2.563930835476203e-11,1.5,0.08,0.0,0.0
quantum_completion,4,0.20904847786402006,-0.13966595633952664,0.10796088318923894,5.556707449060969,1.0,0.0,5.107195748041461e-07,0.5045406639317628,0.0,9.192952346474635e-09,7.371426794315657e-07,7.371683187399205e-07,1.5,0.08,0.0,0.0
quantum_completion,5,0.24330777576516757,-0.17330135953459544,0.18941715119636438,5.808106819083327,1.0,0.0,0.00017194436636342776,0.8038887753354594,0.0,3.094998594541701e-06,0.00024817441348886195,0.00024891158180760187,1.5,0.08,0.0,0.0
quantum_completion,6,0.2831688283107049,-0.21895930963970406,0.35725249776049817,6.079127813814039,1.0,0.0,0.004268108670232737,1.1088426726965115,0.0,7.682595606418923e-05,0.006160337720532805,0.006409249302340408,1.5,0.08,0.0,0.0
quantum_completion,7,0.32355617159607475,-0.2697883589362445,0.6029783863745856,6.370131016040903,1.0,0.0,0.024416792318309836,1.3327941096545435,0.0,0.0004395022617295774,0.03524176593298826,0.041651015235328666,1.5,0.08,0.0,0.0
quantum_completion,8,0.3570947336237136,-0.31323414645484454,0.8392882524934765,6.619371487107104,1.0,0.0,0.061026660959670596,1.4391923819494756,0.0,0.001098479897274073,0.0880823030795808,0.12973331831490947,1.5,0.08,0.0,0.0
quantum_completion,9,0.38186270340520473,-0.3448821297709885,1.0139545830943895,6.781035056397903,1.0,0.0,0.09735000993671837,1.47551069130765,0.0,0.0017523001788609309,0.14050929454772002,0.2702426128626295,1.5,0.08,0.0,0.0
quantum_completion,10,0.4001398055307892,-0.3675922181377759,1.1342112274549576,6.870023175101517,1.0,0.0,0.12370194091241077,1.487781799881615,0.0,0.002226634936423394,0.17854412611858167,0.4487867389812112,1.5,0.08,0.0,0.0
quantum_completion,11,0.41438908300980376,-0.3849801108759715,1.2223886131028499,6.917360471735026,1.0,0.0,0.14135364318058238,1.4933785616130268,0.0,0.0025443655772504807,0.20402155786080106,0.6528082968420122,1.5,0.08,0.0,0.0
