policy,step,mean_compactness,source_entropy_bits,contraction_bits,sorted_bits,destroyed_bits,step_efficiency,record_entropy_bits,active_slots,slot_capacity_bits,bandwidth_limited,bandwidth_slack_bits
naked_collapse,25,0.2920367092397395,6.202177160905381,5.748420065752829,1.7044838891411545,4.043936176611675,0.2965134540699107,2.5022086471300065,10,3.9068905956085187,1.0,2.2024067064673645
naked_collapse,26,0.2920310108809864,6.202138158701364,5.748391517981521,1.7044513467793456,4.043940171202175,0.2965092654958623,2.502179873080178,10,3.9068905956085187,1.0,2.2024392488291733
naked_collapse,27,0.2920272198365723,6.202112183834586,5.748372499058977,1.7044296918104396,4.043942807248538,0.29650647937124097,2.502160726181858,10,3.9068905956085187,1.0,2.2024609037980794
naked_collapse,28,0.2920246988369579,6.202094899063948,5.748359840231419,1.704415289362029,4.043944550869391,0.2965046268386379,2.502147992029733,10,3.9068905956085187,1.0,2.20247530624649
naked_collapse,29,0.29202302289257837,6.202083403147138,5.74835141975157,1.7044057137732138,4.043945705978356,0.29650339537642156,2.5021395257122125,10,3.9068905956085187,1.0,2.2024848818353044
naked_collapse,30,0.2920219089478617,6.202075759975571,5.748345820781561,1.7043993487912943,4.043946471990267,0.2965025769029949,2.5021338981121493,10,3.9068905956085187,1.0,2.2024912468172246
naked_collapse,31,0.292021168637668,6.202070679482516,5.7483420988590055,1.7043951185481838,4.043946980310822,0.29650203297512356,2.502130157958665,10,3.9068905956085187,1.0,2.202495477060335
naked_collapse,32,0.2920206766789492,6.202067302923067,5.748339625122463,1.7043923073461393,4.043947317776324,0.29650167152568496,2.5021276724522448,10,3.9068905956085187,1.0,2.2024982882623796
naked_collapse,33,0.29202034977461705,6.202065059033942,5.748337981159974,1.7043904392819957,4.043947541877978,0.29650143134730256,2.5021260208183347,10,3.9068905956085187,1.0,2.202500156326523
naked_collapse,34,0.2920201325556471,6.202063567952741,5.748336888715706,1.7043891979901624,4.043947690725543,0.29650127175670066,2.5021249233414804,10,3.9068905956085187,1.0,2.202501397618356
naked_collapse,35,0.29201998822283204,6.202062577158372,5.748336162799639,1.7043883731980025,4.043947789601636,0.296501165716082,2.502124194109596,10,3.9068905956085187,1.0,2.2025022224105157
naked_collapse,36,0.2920198923211852,6.20206191881232,5.748335680451836,1.7043878251638032,4.0439478552880335,0.2965010952578596,2.502123709570795,10,3.9068905956085187,1.0,2.202502770444716
hard_exclusion,1,0.13447608615884415,2.909592061388687,2.8841467897555835,0.04506903110004848,2.839077758655535,0.01562646924218023,1.0270355395998765,6,3.9068905956085187,0.0,2.839077758655535
hard_exclusion,2,0.15521630929138933,4.627514042580524,4.4514235127799235,0.40415466585458526,4.047268846925339,0.09079222965288913,1.270434995262055,7,3.9068905956085187,1.0,3.5027359297539338
hard_exclusion,3,0.18006261919352318,5.028750575745642,4.795413098750721,0.6941360468495922,4.101277051901129,0.14475000016795744,1.5754745185605712,10,3.9068905956085187,1.0,3.2127545487589266
hard_exclusion,4,0.20904868648327396,5.3059509585330975,5.0226888168050134,0.966102243973809,4.056586572831204,0.19234762080848103,1.8511310616756997,10,3.9068905956085187,1.0,2.9407883516347093
hard_exclusion,5,0.2433813013696133,5.556705469441128,5.213251141542766,1.245616047645093,3.9676350938976728,0.2389326763330408,2.1139902495247993,10,3.9068905956085187,1.0,2.661274547963426
hard_exclusion,6,0.2851627782863414,5.807613259894975,5.385751073428947,1.5501630536484057,3.835588019780541,0.2878267176691965,2.385550496801408,10,3.9068905956085187,1.0,2.3567275419601126
hard_exclusion,7,0.33697437712460937,6.0695623113536294,5.546632414804464,1.8743571404626391,3.672275274341825,0.3379270520000226,2.660207208126566,10,3.9068905956085187,1.0,2.0325334551458796
hard_exclusion,8,0.3990884038340932,6.315881812392801,5.692419019047692,2.1586735168114153,3.533745502236277,0.3792190120910228,2.8792956460759718,10,3.9068905956085187,1.0,1.7482170787971034
hard_exclusion,9,0.46718738297046525,6.434420833091969,5.750953101366074,2.331545502350484,3.419407599015589,0.4054189733866291,2.9756268397550474,10,3.9068905956085187,1.0,1.5753450932580342
hard_exclusion,10,0.5351087482447714,6.319580814523681,5.63121023523712,2.3751844322977775,3.256025802939342,0.4217893371188907,2.939266094039037,10,3.9068905956085187,1.0,1.5317061633107407
hard_exclusion,11,0.5983147136159366,5.981054769126798,5.329553912000533,2.3167632930241915,3.012790618976341,0.43470116472741666,2.8042734561414235,10,3.9068905956085187,1.0,1.5901273025843272
hard_exclusion,12,0.6546892057514697,5.502655188997492,4.909810359376868,2.1940803921540533,2.7157299672228143,0.4468768102140133,2.612230097347284,10,3.9068905956085187,1.0,1.712810203454465
hard_exclusion,13,0.7038047606906498,4.968271069474122,4.441091728122757,2.0376390903716146,2.4034526377511427,0.45881490748512904,2.394873720300124,10,3.9068905956085187,1.0,1.8692515052369045
hard_exclusion,14,0.7460795081594791,4.433431195017585,3.970726905427437,1.867607172282846,2.103119733144591,0.4703438984257729,2.1722033542324,10,3.9068905956085187,1.0,2.039283423325673
hard_exclusion,15,0.7822488705674239,3.9275487866140883,3.5244126170577026,1.696122355007518,1.8282902620501846,0.4812496547079943,1.9555977990677431,10,3.9068905956085187,0.0,1.8282902620501846
hard_exclusion,16,0.8131068127112046,3.4634147484294795,3.1136609623200124,1.5301099482199056,1.5835510141001068,0.4914182907954786,1.7510577989818699,10,3.9068905956085187,0.0,1.5835510141001068
hard_exclusion,17,0.8393992027266591,3.044814467193276,2.742143253820111,1.3733298047750817,1.3688134490450294,0.5008235083494927,1.5614383114440789,10,3.9068905956085187,0.0,1.3688134490450294
hard_exclusion,18,0.8617888640838901,2.671087562543306,2.409583576972203,1.227653494805371,1.181930082166832,0.5094878245924952,1.3877930948635808,10,3.9068905956085187,0.0,1.181930082166832
hard_exclusion,19,0.880850696070765,2.339547301754471,2.1138597304708844,1.0938230439176944,1.0200366865531898,0.5174529928123631,1.2301496397613199,10,3.9068905956085187,0.0,1.0200366865531898
hard_exclusion,20,0.8970779671683311,2.046695713140846,1.8520747939981264,0.9719005548065554,0.880174239191571,0.524763124014277,1.0879550205686113,10,3.9068905956085187,0.0,0.880174239191571
hard_exclusion,21,0.9108918863951891,1.7888193328087905,1.6210917699096858,0.8615399383275857,0.7595518315821002,0.5314566111057264,0.9603372639136476,10,3.9068905956085187,0.0,0.7595518315821002
hard_exclusion,22,0.9226513943042531,1.5622771541959954,1.4177979588693284,0.7621556382618042,0.6556423206075241,0.5375629394117702,0.8462624373685685,10,3.9068905956085187,0.0,0.6556423206075241
hard_exclusion,23,0.9326621158915116,1.3636360705157906,1.2392335672377497,0.6730300403813739,0.5662035268563758,0.5431018479281167,0.7446310837877997,10,3.9068905956085187,0.0,0.5662035268563758
hard_exclusion,24,0.9411842033896471,1.1897295737160705,1.0826508825827084,0.5933830404204736,0.48926784216223473,0.5480834588200159,0.6543380582405631,10,3.9068905956085187,0.0,0.48926784216223473
hard_exclusion,25,0.9484390856660383,1.0376769306621259,0.9455369829160885,0.522417410049585,0.4231195728665035,0.5525087008637364,0.5743094787536268,10,3.9068905956085187,0.0,0.4231195728665035
hard_exclusion,26,0.9546152339528264,0.9048816125324698,0.8256168252267606,0.45934821276061144,0.36626861246614917,0.5563697331803391,0.5035249400255282,10,3.9068905956085187,0.0,0.36626861246614917
hard_exclusion,27,0.959873072876855,0.7890188212631677,0.720845675109836,0.4034214728285288,0.31742420228130724,0.5596502646243373,0.44103004412807334,10,3.9068905956085187,0.0,0.31742420228130724
hard_exclusion,28,0.9643491591976655,0.6880174973558802,0.6293958600177203,0.3539255010171871,0.2754703590005332,0.5623257531551328,0.38594250268683566,10,3.9068905956085187,0.0,0.2754703590005332
hard_exclusion,29,0.9681597365684189,0.6000398672265101,0.5496407279751021,0.31019717067664393,0.23944355729845823,0.564363510359617,0.3374539697658362,10,3.9068905956085187,0.0,0.23944355729845823
hard_exclusion,30,0.9714037596281564,0.5234603122220681,0.4801375264417623,0.2716247246903751,0.2085128017513872,0.5657227559431797,0.2948290693526797,10,3.9068905956085187,0.0,0.2085128017513872
hard_exclusion,31,0.974165466983835,0.4568446059192357,0.4196102343795195,0.23764821943157247,0.181962014947947,0.5663546786054552,0.2574026240111318,10,3.9068905956085187,0.0,0.181962014947947
hard_exclusion,32,0.9765165706770815,0.39893012412662204,0.36693296527886154,0.20775838768599128,0.15917457759287024,0.566202569257028,0.22457578201439177,10,3.9068905956085187,0.0,0.15917457759287024
hard_exclusion,33,0.9785181195191618,0.34860735784272345,0.32111429779426603,0.18149447620661702,0.13961982158764905,0.565202102345808,0.19581152678766625,10,3.9068905956085187,0.0,0.13961982158764905
hard_exclusion,34,0.9802220850182657,0.3049028863408532,0.28128272325517356,0.15844145314844896,0.1228412701067246,0.5632818514940013,0.17062990293888036,10,3.9068905956085187,0.0,0.1228412701067246
hard_exclusion,35,0.9816727112908161,0.26696385776955267,0.2466732912016441,0.13822686564166414,0.10844642555997996,0.5603641357696485,0.14860318736314557,10,3.9068905956085187,0.0,0.10844642555997996
hard_exclusion,36,0.9829076641373671,0.23404395568850583,0.216615464561063,0.12051754470442234,0.09609791985664068,0.5563663007561906,0.1293511586335929,10,3.9068905956085187,0.0,0.09609791985664068
horizon_transfer,1,0.13447608615884415,2.909592061388687,2.8841467897555835,0.04506903110004848,2.839077758655535,0.01562646924218023,1.0270355395998765,6,3.9068905956085187,0.0,2.839077758655535
horizon_transfer,2,0.15521630929138933,4.627514042580524,4.4514235127799235,0.40415466585458526,4.047268846925339,0.09079222965288913,1.270434995262055,7,3.9068905956085187,1.0,3.5027359297539338
horizon_transfer,3,0.18006261919352304,5.028750575745642,4.795413098750724,0.6941360468495936,4.10127705190113,0.14475000016795767,1.575474518560573,10,3.9068905956085187,1.0,3.212754548758925
horizon_transfer,4,0.20904868621089198,5.30595095853309,5.022688819287283,0.966102247246862,4.056586572040421,0.19234762136507422,1.8511310649489103,12,3.9068905956085187,1.0,2.9407883483616564
horizon_transfer,5,0.24337937217105163,5.556705472427086,5.213262288742215,1.24563095252856,3.967631336213655,0.23893502446988696,2.1140051558518156,12,3.9068905956085187,1.0,2.6612596430799584
horizon_transfer,6,0.2848737921345688,5.807632614554244,5.386861771154171,1.5515981999780024,3.8352635711761685,0.2880337877401228,2.3869882493789456,12,3.9068905956085187,1.0,2.355292395630516
horizon_transfer,7,0.33218080064434535,6.072245280524675,5.561504608857157,1.8885098530575901,3.6729947557995666,0.33956815392186884,2.6747282723988803,12,3.9068905956085187,1.0,2.0183807425509284
horizon_transfer,8,0.37497837383376637,6.356355647834042,5.773216196546797,2.1957902114381844,3.5774259851086128,0.38034089434440005,2.922474479238627,12,3.9068905956085187,1.0,1.7111003841703343
horizon_transfer,9,0.4042911816109733,6.620594333267008,5.999679485925839,2.3884775539708634,3.6112019319549753,0.3981008584831571,3.062787295796105,12,3.9068905956085187,1.0,1.5184130416376553
horizon_transfer,10,0.4223765764902235,6.794083315626641,6.155643023200096,2.472390482126828,3.683252541073268,0.4016461761685332,3.114286419183731,12,3.9068905956085187,1.0,1.434500113481691
horizon_transfer,11,0.4365831027746696,6.870628754855594,6.2154415368477185,2.502817854540985,3.712623682306733,0.40267740267577795,3.1273025777854104,12,3.9068905956085187,1.0,1.4040727410675333
horizon_transfer,12,0.45131974973437505,6.890930780888437,6.212924489043687,2.5223570118111294,3.690567477232558,0.4059854608339813,3.132891316565705,12,3.9068905956085187,1.0,1.3845335837973893
horizon_transfer,13,0.4661419918451774,6.894350412044052,6.192392861393836,2.5457503453303683,3.646642516063468,0.4111093081967912,3.1398540758699345,12,3.9068905956085187,1.0,1.3611402502781504
horizon_transfer,14,0.47866333465775623,6.9009197222649705,6.180698657372233,2.567165148972576,3.613533508399656,0.41535193532053294,3.1439321744196453,12,3.9068905956085187,1.0,1.339725446635942
horizon_transfer,15,0.48783588689796825,6.910116383328323,6.17868945970379,2.578163981338824,3.6005254783649656,0.41726712406459454,3.140655216232877,12,3.9068905956085187,1.0,1.3287266142696943
horizon_transfer,16,0.49457151303263086,6.913895023900671,6.174979668379208,2.5785599110986803,3.5964197572805285,0.4175819273224415,3.131284618342509,12,3.9068905956085187,1.0,1.3283306845098388
horizon_transfer,17,0.5003202328001282,6.9091097997032325,6.162999138549935,2.5739845309644473,3.5890146075854883,0.41765128845532645,3.119886414785787,12,3.9068905956085187,1.0,1.3329060646440718
horizon_transfer,18,0.5057606603392237,6.8989744610060315,6.145181607672908,2.569472895545491,3.575708712127417,0.41812806513923567,3.10934446214669,12,3.9068905956085187,1.0,1.3374177000630274
horizon_transfer,19,0.5107038843703894,6.888382742545095,6.127577537975121,2.5663619552639854,3.5612155827111356,0.4188216206745951,3.100182468737491,12,3.9068905956085187,1.0,1.3405286403445333
horizon_transfer,20,0.5147713753505305,6.8798062777475195,6.113701895304932,2.563429802653529,3.550272092651403,0.4192925737223361,3.0916545073388537,12,3.9068905956085187,1.0,1.3434607929549895
horizon_transfer,21,0.5179216601823416,6.872771983400666,6.102983402533058,2.559512964138341,3.543470438394716,0.4193871743246113,3.0832370258423163,12,3.9068905956085187,1.0,1.3473776314701773
horizon_transfer,22,0.5204344121145776,6.86589810761037,6.093245747725391,2.5547422351678692,3.538503512557522,0.4192744459915398,3.075110269337997,12,3.9068905956085187,1.0,1.3521483604406495
horizon_transfer,23,0.5226053898425211,6.858663557673623,6.083359965437138,2.55000842389183,3.5333515415453074,0.41917763183171947,3.0677349261676694,12,3.9068905956085187,1.0,1.3568821717166881
horizon_transfer,24,0.5245475867343368,6.8515657628899165,6.073757366947652,2.545964428103289,3.5277929388443634,0.41917453633528257,3.061352848534026,12,3.9068905956085187,1.0,1.3609261675052298
horizon_transfer,25,0.5262282531624805,6.845295869995584,6.065348030986124,2.5426353619618234,3.5227126690243007,0.4192068367671943,3.0558756300701475,12,3.9068905956085187,1.0,1.3642552336466953
horizon_transfer,26,0.5276083027917892,6.840076635658455,6.058477823367358,2.5397083669461678,3.5187694564211904,0.41919908613853346,3.0510828792047535,12,3.9068905956085187,1.0,1.367182228662351
horizon_transfer,27,0.5287189684685359,6.835666544627582,6.0528123853346045,2.536962201352082,3.5158501839825225,0.4191377561113414,3.0468297535609983,12,3.9068905956085187,1.0,1.3699283942564366
horizon_transfer,28,0.5296372115602793,6.831745085632836,6.047852750023024,2.534411094424238,3.513441655598786,0.4190596562415627,3.043087799375035,12,3.9068905956085187,1.0,1.372479501184281
horizon_transfer,29,0.5304265369096528,6.828186150800749,6.043364909121018,2.532171768483953,3.511193140637065,0.41900030968877017,3.0398649057716023,12,3.9068905956085187,1.0,1.3747188271245658
horizon_transfer,30,0.5311109086815212,6.82503849992885,6.039393124277948,2.5302956380521646,3.5090974862257833,0.4189652148790495,3.0371310062504797,12,3.9068905956085187,1.0,1.3765949575563536
horizon_transfer,31,0.5316908652134615,6.822362440095411,6.03602999458724,2.528729170937665,3.5073008236495755,0.418939132708963,3.034812120294404,12,3.9068905956085187,1.0,1.378161424670854
horizon_transfer,32,0.5321699407860576,6.820128814833379,6.033250031828384,2.5273821213812786,3.505867910447105,0.41890889786567526,3.032828287813116,12,3.9068905956085187,1.0,1.3795084742272397
horizon_transfer,33,0.5325642936608924,6.818241988137476,6.030924369973823,2.5261982048838254,3.504726165089997,0.4188741310471433,3.031123706072602,12,3.9068905956085187,1.0,1.3806923907246929
horizon_transfer,34,0.5328948622962631,6.816613541594886,6.0289250473179905,2.525166467444447,3.5037585798735438,0.4188419075748479,3.029666695917667,12,3.9068905956085187,1.0,1.381724128164072
horizon_transfer,35,0.533176882223871,6.815200890526855,6.027188866762678,2.5242899722759904,3.5028988944866883,0.4188171348331807,3.028432934220035,12,3.9068905956085187,1.0,1.3826006233325288
horizon_transfer,36,0.5334173824083578,6.813992742458773,6.025702577355078,2.5235579929814382,3.5021445843736396,0.41879896337152583,3.0273937205837935,12,3.9068905956085187,1.0,1.38333260262708
quantum_completion,1,0.13447608615884415,2.909592061388687,2.8841467897555835,0.04506903110004848,2.839077758655535,0.01562646924218023,1.0270355395998765,6,3.9068905956085187,0.0,2.839077758655535
quantum_completion,2,0.15521630929138933,4.627514042580524,4.4514235127799235,0.40415466585458526,4.047268846925339,0.09079222965288913,1.270434995262055,7,3.9068905956085187,1.0,3.5027359297539338
quantum_completion,3,0.18006261918644345,5.028750575745642,4.795413098854956,0.6941360469724561,4.1012770518825,0.14475000019043224,1.575474518686173,12,3.9068905956085187,1.0,3.2127545486360622
quantum_completion,4,0.20904847786402028,5.305950958623422,5.022690378544826,0.9661036945310766,4.056586684013749,0.1923478498013601,1.8511326425083412,12,3.9068905956085187,1.0,2.940786901077442
quantum_completion,5,0.24330777576516674,5.556707449060972,5.213593604283218,1.2457231431079003,3.967870461175317,0.23893752326312487,2.1141717084609124,12,3.9068905956085187,1.0,2.661167452500618
quantum_completion,6,0.2831688283107045,5.80810681908331,5.3938727429394975,1.5479196556624717,3.845953087277026,0.28697741482475214,2.386027395676214,12,3.9068905956085187,1.0,2.358970939946047
quantum_completion,7,0.32355617159607347,6.0791278138140346,5.59971440714069,1.8449717261040213,3.7547426810366686,0.32947603966218975,2.65160509400043,12,3.9068905956085187,1.0,2.0619188695044977
quantum_completion,8,0.35709473362371347,6.37013101604088,5.849997228495639,2.0654896779919514,3.784507550503688,0.3530753259045738,2.8530994924414994,12,3.9068905956085187,1.0,1.8414009176165673
quantum_completion,9,0.381862703405204,6.619371487107106,6.077098896543699,2.1899883043647295,3.8871105921789693,0.36036739596425976,2.9691137910495815,12,3.9068905956085187,1.0,1.7169022912437888
quantum_completion,10,0.4001398055307881,6.7810350563978945,6.223574720762779,2.2524536980238885,3.971121022738891,0.3619228175262948,3.0268154220936636,12,3.9068905956085187,1.0,1.6544368975846302
quantum_completion,11,0.4143890830098035,6.870023175101502,6.2995113750717415,2.2843355755413985,4.015175799530343,0.36262107321226694,3.05452704098884,12,3.9068905956085187,1.0,1.6225550200671206
quantum_completion,12,0.42597504962520216,6.9173604717350194,6.3354089132584335,2.301431327540443,4.03397758571799,0.36326484352479926,3.0676836062609305,12,3.9068905956085187,1.0,1.605459268068075
quantum_completion,13,0.43551379753022545,6.944042629572953,6.352521997513094,2.3104765457621808,4.042045451750913,0.36371012121905183,3.073290214462431,12,3.9068905956085187,1.0,1.596414049846338
quantum_completion,14,0.4433485666731059,6.9602352387996325,6.360966073767399,2.3146000149095807,4.046366058857818,0.3638755478440583,3.0745862093576743,12,3.9068905956085187,1.0,1.592290580698938
quantum_completion,15,0.4497582104304286,6.970266763704137,6.364776169983379,2.315629907073713,4.049146262909666,0.36381953508347176,3.0733343445848287,12,3.9068905956085187,1.0,1.5912606885348053
quantum_completion,16,0.4549944475121934,6.976210084519848,6.365705479703018,2.3148026233054892,4.050902856397529,0.3636364627119825,3.0706585922149907,12,3.9068905956085187,1.0,1.5920879723030295
quantum_completion,17,0.45927367761288024,6.979386491297471,6.364820351510344,2.31295961737646,4.051860734133884,0.3633974707279216,3.0673068128756964,12,3.9068905956085187,1.0,1.5939309782320583
quantum_completion,18,0.4627732614877069,6.980767309222693,6.362902637016895,2.3106470094927962,4.052255627524099,0.3631435433335644,3.063758324036889,12,3.9068905956085187,1.0,1.5962435861157225
quantum_completion,19,0.465636308506171,6.981049380458746,6.360503915646931,2.308201493439496,4.052302422207435,0.36289601013549994,3.060300338489814,12,3.9068905956085187,1.0,1.5986891021690228
quantum_completion,20,0.4679787354192211,6.98070071874441,6.357975953302331,2.3058202601083484,4.052155693193982,0.36266577241625236,3.057090392940411,12,3.9068905956085187,1.0,1.6010703355001699
quantum_completion,21,0.46989510808288176,6.980020007604782,6.355522787512722,2.303610878791566,4.051911908721156,0.36245812591808835,3.054203096021182,12,3.9068905956085187,1.0,1.6032797168169521
quantum_completion,22,0.47146284979805,6.979192198873724,6.353252408180808,2.3016244476798637,4.051627960500944,0.3622749892190906,3.0516621706947817,12,3.9068905956085187,1.0,1.6052661479286554
quantum_completion,23,0.4727453708614493,6.9783291063845745,6.351214354148135,2.2998772133937355,4.0513371407544,0.3621161379778701,3.0494613557465824,12,3.9068905956085187,1.0,1.6070133822147836
quantum_completion,24,0.4737945686755559,6.97749578347713,6.349423390677396,2.2983646993473603,4.051058691330036,0.36198006620915485,3.0475777786655747,12,3.9068905956085187,1.0,1.6085258962611588
quantum_completion,25,0.474652897025336,6.976727298150118,6.347873944127732,2.2970709204298387,4.050803023697894,0.36186460863086367,3.045980433882554,12,3.9068905956085187,1.0,1.60981967517868
quantum_completion,26,0.4753550808711983,6.976039680168266,6.346549138448972,2.295974298838897,4.050574839610075,0.361767355574278,3.044635466979323,12,3.9068905956085187,1.0,1.6109162967696218
quantum_completion,27,0.4759295255253749,6.97543722913866,6.3454265864997055,2.295051349627275,4.05037523687243,0.3616859037515525,3.043509350200974,12,3.9068905956085187,1.0,1.6118392459812432
quantum_completion,28,0.4763994685565188,6.974917381212607,6.344482054432847,2.2942788752145056,4.050203179218341,0.36161799427133823,3.0425706683133327,12,3.9068905956085187,1.0,1.6126117203940131
quantum_completion,29,0.4767839204866114,6.974473878421449,6.343691670643884,2.2936351840649225,4.050056486578962,0.36156158009364897,3.0417910060698095,12,3.9068905956085187,1.0,1.6132554115435962
quantum_completion,30,0.4770984336720203,6.974098768873929,6.3430331541104925,2.2931006870624353,4.049932467048057,0.36151485123113875,3.041145273633558,12,3.9068905956085187,1.0,1.6137899085460834
quantum_completion,31,0.4773557312571634,6.973783623646285,6.342486409271056,2.292658109127415,4.049828300143641,0.3614762352152854,3.0406116959760014,12,3.9068905956085187,1.0,1.6142324864811037
quantum_completion,32,0.47756622180343294,6.973520242717633,6.342033730166108,2.2922924726447795,4.049741257521328,0.3614443836432798,3.040171614231766,12,3.9068905956085187,1.0,1.6145981229637387
quantum_completion,33,0.4777384203531178,6.973301034659269,6.341659774899032,2.2919909540706755,4.049668820828357,0.36141815162374696,3.039809193314234,12,3.9068905956085187,1.0,1.6148996415378436
quantum_completion,34,0.47787929290464837,6.9731191922892775,6.341351413578437,2.291742678026711,4.049608735551726,0.36139657441464457,3.039511094152908,12,3.9068905956085187,1.0,1.6151479175818082
quantum_completion,35,0.4779945382166912,6.972968744241713,6.341097514438258,2.2915384885797536,4.049559025858504,0.3613788438613462,3.039266145306869,12,3.9068905956085187,1.0,1.615352107028765
quantum_completion,36,0.4780888183426171,6.972844534339627,6.340888707869061,2.2913707212449217,4.049517986624139,0.3613642861136049,3.0390650334381792,12,3.9068905956085187,1.0,1.6155198743635966
