protocol,window_start,step,round,updated,total_bits,exported_bits,retained_bits,contraction_bits,sorted_bits,destroyed_bits,sector_total_bits,sector_exported_bits,sector_retained_bits,sector_contraction_bits,sector_sorted_bits,sector_destroyed_bits,protected_exported_bits,protected_retained_bits,capacity_bits,record_entropy_bits,branches
uniform_decoder,88,8,96,0.0,2.919554453437694,1.9223261607321733,0.9972282927055205,0.00037528770619532636,3.2435862636237545e-05,0.0003428518435590888,1.9223372624777493,1.9223261607321727,1.1101745576613808e-05,3.351158262177023e-05,3.2435862636237545e-05,1.075719985532686e-06,0.0,0.9972171909599439,2.0,0.3990358566676135,65536
static_tailored,0,0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
static_tailored,0,1,1,0.0,2.9430628921427755,1.7212337482348847,1.2218291439078908,1.7781708560921092,1.7212337482348847,0.0569371078572245,1.9431592222445675,1.7212337482348854,0.2219254740096821,1.778074525990318,1.7212337482348854,0.0568407777554325,0.0,0.9999036698982083,2.0,2.000000000000001,4
static_tailored,0,2,2,0.0,2.9321094262089153,1.8800706874244821,1.0520387387844332,0.16979040512345756,0.1588369391895974,0.010953465933860151,1.9324132655916408,1.8800706874244828,0.05234257816715804,0.16958289584252406,0.1588369391895974,0.010745956652926658,0.0,0.9996961606172751,2.0,0.49276412747664233,16
static_tailored,0,3,3,0.0,2.930037047899828,1.9236737846338186,1.0063632632660096,0.04567547551842366,0.04360309720933642,0.0020723783090872416,1.9305709779412332,1.9236737846338188,0.006897193307414451,0.04544538485974359,0.04360309720933597,0.0018422876504076147,0.0,0.9994660699585952,2.0,0.3939995134005764,64
static_tailored,0,4,4,0.0,2.9295011326810134,1.9286131096377832,1.0008880230432302,0.005475240222779343,0.004939325003964656,0.0005359152188146865,1.930272893974268,1.9286131096377839,0.0016597843364840603,0.005237408970930391,0.0049393250039651004,0.00029808396696529016,0.0,0.9992282387067459,2.0,0.35798195780200354,256
static_tailored,0,5,5,0.0,2.9291943981218465,1.9299757693089452,0.9992186288129012,0.0016693942303289688,0.0013626596711620031,0.0003067345591669657,1.93021420344606,1.929975769308946,0.00023843413711399641,0.001421350199370064,0.0013626596711622252,5.869052820783871e-05,0.0,0.998980194675787,2.0,0.3563341641109829,1024
static_tailored,0,6,6,0.0,2.9289204137723432,1.9301464148864078,0.9987739988859354,0.0004446299269658116,0.00017064557746260256,0.00027398434950320905,1.9302044174992379,1.930146414886409,5.800261282895569e-05,0.00018043152428504072,0.0001706455774628246,9.785946822216118e-06,0.0,0.9987159962731066,2.0,0.35697082999311336,4096
static_tailored,0,7,7,0.0,2.928628614055052,1.9301934561367515,0.9984351579183004,0.0003388409676350346,4.7041250343715646e-05,0.00029179971729131893,1.9302023214211954,1.9301934561367529,8.865284442549637e-06,4.9137328386406054e-05,4.704125034393769e-05,2.0960780424683634e-06,0.0,0.9984262926338584,2.0,0.3590266879614946,16384
static_tailored,0,8,8,0.0,2.928299805047568,1.9301997941669988,0.9981000108805693,0.0003351470377310761,6.338030247299287e-06,0.00032880900748377684,1.9302019585342278,1.9301997941670006,2.164367227219799e-06,6.700917215329838e-06,6.338030247743376e-06,3.628869675864621e-07,0.0,0.9980978465133421,2.0,0.3618673634506171,65536
static_tailored,44,0,44,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
static_tailored,44,1,45,0.0,2.5565925272304786,1.422890936071994,1.1337015911584847,1.8662984088415153,1.422890936071994,0.4434074727695214,1.5737725017179574,1.4228909360719943,0.150881565645963,1.849118434354037,1.4228909360719943,0.42622749828204265,0.0,0.9828200255125216,2.0,2.000000000000001,4
static_tailored,44,2,46,0.0,2.481795584239632,1.5109976078390266,0.9707979764006056,0.16290361475787907,0.08810667176703268,0.07479694299084638,1.5321591210658172,1.5109976078390264,0.02116151322679083,0.12972005241917217,0.08810667176703202,0.04161338065214015,0.0,0.9496364631738146,2.0,0.9320780771307023,16
static_tailored,44,3,47,0.0,2.439908991801981,1.525587602208559,0.9143213895934219,0.056476586807183704,0.014589994369532455,0.04188659243765125,1.5277700020116662,1.5255876022085584,0.0021823998031078595,0.01897911342368297,0.014589994369532011,0.004389119054150958,0.0,0.9121389897903136,2.0,0.9188836641188927,64
static_tailored,44,4,48,0.0,2.3994339090002255,1.5269564175785502,0.8724774914216753,0.04184389817174661,0.0013688153699911165,0.04047508280175549,1.5272233664214523,1.5269564175785488,0.00026694884290345833,0.0019154509602044012,0.0013688153699904504,0.0005466355902139508,0.0,0.8722105425787718,2.0,0.9435706318223361,256
static_tailored,44,5,49,0.0,2.357691440491561,1.5271333820277455,0.8305580584638155,0.041919432957859826,0.00017696444919534926,0.041742468508664476,1.527161234073811,1.5271333820277448,2.7852046066145775e-05,0.00023909679683731255,0.0001769644491960154,6.213234764129716e-05,0.0,0.8305302064177492,2.0,0.9755397160397545,1024
static_tailored,44,6,50,0.0,2.3149086503154312,1.5271510124582701,0.7877576378571611,0.042800420606654344,1.7630430524606666e-05,0.04278279017612974,1.5271541118944847,1.5271510124582695,3.099436215237006e-06,2.475260985090877e-05,1.7630430524606666e-05,7.122179326302103e-06,0.0,0.7877545384209458,2.0,1.0051796676421447,4096
static_tailored,44,7,51,0.0,2.2717202373055176,1.5271529912654185,0.7445672460400992,0.04319039181706197,1.9788071483617387e-06,0.04318841300991361,1.5271533169009577,1.5271529912654178,3.256355398661981e-07,2.7738006753708078e-06,1.9788071483617387e-06,7.949935270090691e-07,0.0,0.7445669204045593,2.0,1.031433262126618,16384
static_tailored,44,8,52,0.0,2.228799278412331,1.5271531954210844,0.7016460829912465,0.04292116304885263,2.0415566592824064e-07,0.0429209588931867,1.527153229901264,1.527153195421084,3.448018004448272e-08,2.9115535982171536e-07,2.0415566615028524e-07,8.699969367143012e-08,0.0,0.7016460485110664,2.0,1.0538545706601445,65536
static_tailored,52,0,52,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
static_tailored,52,1,53,0.0,2.3616201584812084,1.26014042336167,1.1014797351195385,1.8985202648804615,1.26014042336167,0.6383798415187916,1.4004206254146765,1.26014042336167,0.1402802020530065,1.8597197979469935,1.26014042336167,0.5995793745853235,0.0,0.9611995330665318,2.0,2.0,4
static_tailored,52,2,54,0.0,2.2515446442377742,1.336625727715387,0.9149189165223872,0.18656081859715123,0.07648530435371703,0.1100755142434342,1.3530618144360413,1.3366257277153877,0.016436086720653664,0.12384411533235284,0.0764853043537177,0.047358810978635146,0.0,0.8984828298017332,2.0,1.1352232128019106,16
static_tailored,52,3,55,0.0,2.186373658963392,1.347023993453453,0.8393496655099391,0.07556925101244816,0.010398265738065904,0.06517098527438225,1.3486096603396875,1.3470239934534534,0.0015856668862341827,0.014850419834419482,0.010398265738065682,0.0044521540963538,0.0,0.837763998623705,2.0,1.103264374516324,64
