protocol,round,logical_error,entanglement_fidelity,updated,estimate_l1_error,meas_estimation_error,syndrome_mi_bits,q_star,eta_star,alignment_floor,channel_p0,channel_p1,channel_p2,channel_meas,calib_p0,calib_p1,calib_p2,calib_meas,calibration_fresh,syndrome_rate_01,syndrome_rate_12
overactive_decoder,13.0,0.027220277180125596,0.9727797228198745,1.0,0.01889372022101037,0.00317504525856222,0.22597943283535776,0.9989395883842042,0.051275778357129535,48.3545989060549,0.01881802268685935,0.017429114839960944,0.0022293214820618807,0.014921026105870951,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0.0,0.0495,0.0345
overactive_decoder,14.0,0.02970568061835487,0.9702943193816451,1.0,0.022256031202927948,0.0031236579508071884,0.22693458157028054,0.9989462984166483,0.05110398901027055,48.49948962562429,0.017075216219648828,0.019040673101131878,0.002237267735598002,0.01486963879811592,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0.0,0.0465,0.0375
overactive_decoder,15.0,0.03220097596650823,0.9677990240334917,1.0,0.025545732119486467,0.003059933648898146,0.2274900534039039,0.9989594126449169,0.05088953250159248,48.90462319478278,0.015354901942002503,0.020591926009745812,0.0022554014658962627,0.014805914496206878,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0.0,0.04575,0.036
overactive_decoder,16.0,0.034698062195317195,0.9653019378046828,1.0,0.0018081727421563982,0.0022364726402696253,0.22769691935230027,0.9989778191479867,0.05064021091178747,49.5413417420648,0.013702314547799932,0.02204636542821386,0.002285160422538137,0.014730211557376801,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,1.0,0.0445,0.0355
overactive_decoder,17.0,0.03719095988336163,0.9628090401166384,1.0,0.00464196952557345,0.0021492276853420176,0.22762372612543133,0.9990000559737654,0.050362240678421426,50.36505980046303,0.012153730693665701,0.023375107807654248,0.0023286898726957053,0.014642966602449193,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.04725,0.0395
overactive_decoder,18.0,0.03967594609839273,0.9603240539016072,1.0,0.0072385465601814865,0.0020509604286164072,0.2273463948307334,0.9990245405977565,0.05005980614231953,51.319210237948845,0.010734514131882358,0.024558156640345174,0.002388778584223585,0.014544699345723583,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.05025,0.0535
overactive_decoder,19.0,0.04215150301787382,0.9578484969821262,1.0,0.009620148366471383,0.0019422792895385944,0.2269390939977357,0.9990497715025666,0.04973489193082323,52.339928833072854,0.009458966350115117,0.02558417113238415,0.002468818116707263,0.01443601820664577,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.045,0.04175
overactive_decoder,20.0,0.044618142189456304,0.9553818578105437,1.0,0.011716445091531963,0.0018238877430389495,0.226467634184731,0.9990744637541518,0.04938733250469661,53.36077622701218,0.008331592273536435,0.026449107520372925,0.002572804377200389,0.014317626660146125,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.04375,0.03975
overactive_decoder,21.0,0.0470781746146441,0.9529218253853559,1.0,0.013536577369597024,0.0016965912727488087,0.22598587798136793,0.9990976097461912,0.04901498746197925,54.316840474615304,0.007349183767214034,0.027154246285162557,0.002705389384153416,0.014190330189855984,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.045,0.0405
overactive_decoder,22.0,0.049535483902594935,0.950464516097405,1.0,0.015099043260336445,0.0015613046728160836,0.22553480286765787,0.9991184783938752,0.04861395708195561,55.14777714373515,0.006503144203096953,0.027704081618727283,0.0028719803772110294,0.01405504358992326,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.0455,0.0485
overactive_decoder,23.0,0.051995337188908475,0.9480046628110915,1.0,0.016427775913136867,0.001419059300924782,0.2251434043935727,0.9991365758564272,0.04817877948740115,55.799666764056404,0.005781634367171565,0.028104410051462865,0.0030788747613504845,0.013912798218031958,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.0495,0.043
overactive_decoder,24.0,0.054118291571435606,0.9458817084285644,1.0,0.001995531083473578,0.0006670919698174051,0.22483055390842735,0.9995444528180703,0.047598424053217014,104.4862660582921,0.005171311865447188,0.028360797880780476,0.0033334124226891554,0.013764748638774688,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,1.0,0.04825,0.04725
overactive_decoder,25.0,0.056436619495100045,0.9435633805049,1.0,0.001910209815448401,0.0005145212518631089,0.2246070805436215,0.999553590067921,0.04706939288686947,105.43984240596843,0.004658595740629588,0.028477485304477964,0.0036441198557840915,0.013612177920820392,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.04825,0.0475
overactive_decoder,26.0,0.058918480745852556,0.9410815192541474,1.0,0.0019264194157029013,0.00035884400677335844,0.22447758121427827,0.999557380859024,0.04648308854492789,105.01825213078571,0.00423049030859634,0.02845671677669016,0.004020811294294178,0.013456500675730641,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.047,0.04775
overactive_decoder,27.0,0.06154272128105994,0.93845727871894,1.0,0.0025773962082623557,0.0002016060986211217,0.22444168109056448,0.9995558990064191,0.04642739508014181,104.5424255995948,0.00387505128835957,0.02829846638211635,0.004474599461190672,0.013299262767578405,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.047,0.04575
overactive_decoder,28.0,0.06429449342479837,0.9357055065752016,1.0,0.0033991653351569512,4.447983253245795e-05,0.2244946386476239,0.9995492517360615,0.04652919180237958,103.22655798120618,0.003581589286577117,0.028000538222896255,0.005017753155705217,0.01314213650148974,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.045,0.04375
overactive_decoder,29.0,0.06716416529529794,0.9328358347047021,1.0,0.004727118913381156,0.00011074662934262673,0.22462732586645087,0.9995375976151682,0.04659009996015738,100.75661693896677,0.0033406974421031225,0.02755904719132622,0.00566332385788539,0.012986910039614656,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.045,0.03725
